idfederal;fedconc;feddata;fedlocal;fedpremioest;feds01;feds02;feds03;feds04;feds05;fedpr01;fedpr02;fedpr03;fedpr04;fedpr05;fedcidgan01;fedcidgan02;fedcidgan03;fedcidgan04;fedcidgan05
4021;4021;2001-01-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4022;4022;2001-01-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4023;4023;2001-01-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4024;4024;2001-01-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4025;4025;2001-01-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4026;4026;2001-01-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4027;4027;2001-01-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4028;4028;2001-01-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4029;4029;2001-01-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4030;4030;2001-01-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4031;4031;2001-01-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4032;4032;2001-01-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4033;4033;2001-01-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4034;4034;2001-01-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4035;4035;2001-01-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4036;4036;2001-01-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4037;4037;2001-01-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4038;4038;2001-01-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4039;4039;2001-01-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4040;4040;2001-01-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4041;4041;2001-01-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4042;4042;2001-01-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4043;4043;2001-01-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4044;4044;2001-01-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4045;4045;2001-01-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4046;4046;2001-01-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4047;4047;2001-01-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4048;4048;2001-01-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4049;4049;2001-01-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4050;4050;2001-02-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4051;4051;2001-02-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4052;4052;2001-02-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4053;4053;2001-02-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4054;4054;2001-02-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4055;4055;2001-02-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4056;4056;2001-02-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4057;4057;2001-02-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4058;4058;2001-02-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4059;4059;2001-02-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4060;4060;2001-02-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4061;4061;2001-02-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4062;4062;2001-02-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4063;4063;2001-02-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4064;4064;2001-02-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4065;4065;2001-02-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4066;4066;2001-02-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4067;4067;2001-02-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4068;4068;2001-02-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4069;4069;2001-02-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4070;4070;2001-02-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4071;4071;2001-02-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4072;4072;2001-02-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4073;4073;2001-02-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4074;4074;2001-02-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4075;4075;2001-02-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4076;4076;2001-02-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4077;4077;2001-02-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4078;4078;2001-03-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4079;4079;2001-03-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4080;4080;2001-03-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4081;4081;2001-03-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4082;4082;2001-03-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4083;4083;2001-03-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4084;4084;2001-03-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4085;4085;2001-03-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4086;4086;2001-03-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4087;4087;2001-03-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4088;4088;2001-03-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4089;4089;2001-03-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4090;4090;2001-03-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4091;4091;2001-03-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4092;4092;2001-03-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4093;4093;2001-03-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4094;4094;2001-03-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4095;4095;2001-03-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4096;4096;2001-03-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4097;4097;2001-03-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4098;4098;2001-03-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4099;4099;2001-03-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4100;4100;2001-03-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4101;4101;2001-03-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4102;4102;2001-03-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4103;4103;2001-03-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4104;4104;2001-03-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4105;4105;2001-03-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4106;4106;2001-03-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4107;4107;2001-03-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4108;4108;2001-03-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4109;4109;2001-04-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4110;4110;2001-04-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4111;4111;2001-04-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4112;4112;2001-04-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4113;4113;2001-04-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4114;4114;2001-04-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4115;4115;2001-04-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4116;4116;2001-04-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4117;4117;2001-04-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4118;4118;2001-04-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4119;4119;2001-04-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4120;4120;2001-04-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4121;4121;2001-04-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4122;4122;2001-04-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4123;4123;2001-04-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4124;4124;2001-04-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4125;4125;2001-04-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4126;4126;2001-04-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4127;4127;2001-04-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4128;4128;2001-04-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4129;4129;2001-04-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4130;4130;2001-04-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4131;4131;2001-04-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4132;4132;2001-04-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4133;4133;2001-04-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4134;4134;2001-04-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4135;4135;2001-04-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4136;4136;2001-04-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4137;4137;2001-04-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4138;4138;2001-04-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4139;4139;2001-05-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4140;4140;2001-05-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4141;4141;2001-05-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4142;4142;2001-05-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4143;4143;2001-05-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4144;4144;2001-05-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4145;4145;2001-05-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4146;4146;2001-05-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4147;4147;2001-05-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4148;4148;2001-05-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4149;4149;2001-05-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4150;4150;2001-05-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4151;4151;2001-05-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4152;4152;2001-05-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4153;4153;2001-05-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4154;4154;2001-05-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4155;4155;2001-05-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4156;4156;2001-05-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4157;4157;2001-05-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4158;4158;2001-05-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4159;4159;2001-05-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4160;4160;2001-05-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4161;4161;2001-05-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4162;4162;2001-05-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4163;4163;2001-05-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4164;4164;2001-05-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4165;4165;2001-05-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4166;4166;2001-05-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4167;4167;2001-05-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4168;4168;2001-05-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4169;4169;2001-05-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4170;4170;2001-06-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4171;4171;2001-06-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4172;4172;2001-06-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4173;4173;2001-06-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4174;4174;2001-06-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4175;4175;2001-06-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4176;4176;2001-06-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4177;4177;2001-06-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4178;4178;2001-06-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4179;4179;2001-06-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4180;4180;2001-06-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4181;4181;2001-06-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4182;4182;2001-06-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4183;4183;2001-06-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4184;4184;2001-06-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4185;4185;2001-06-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4186;4186;2001-06-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4187;4187;2001-06-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4188;4188;2001-06-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4189;4189;2001-06-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4190;4190;2001-06-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4191;4191;2001-06-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4192;4192;2001-06-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4193;4193;2001-06-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4194;4194;2001-06-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4195;4195;2001-06-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4196;4196;2001-06-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4197;4197;2001-06-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4198;4198;2001-06-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4199;4199;2001-06-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4200;4200;2001-07-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4201;4201;2001-07-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4202;4202;2001-07-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4203;4203;2001-07-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4204;4204;2001-07-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4205;4205;2001-07-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4206;4206;2001-07-07;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4207;4207;2001-07-08;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4208;4208;2001-07-09;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4209;4209;2001-07-10;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4210;4210;2001-07-11;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4211;4211;2001-07-12;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4212;4212;2001-07-13;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4213;4213;2001-07-14;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4214;4214;2001-07-15;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4215;4215;2001-07-16;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4216;4216;2001-07-17;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4217;4217;2001-07-18;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4218;4218;2001-07-19;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4219;4219;2001-07-20;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4220;4220;2001-07-21;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4221;4221;2001-07-22;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4222;4222;2001-07-23;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4223;4223;2001-07-24;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4224;4224;2001-07-25;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4225;4225;2001-07-26;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4226;4226;2001-07-27;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4227;4227;2001-07-28;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4228;4228;2001-07-29;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4229;4229;2001-07-30;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4230;4230;2001-07-31;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4231;4231;2001-08-01;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4232;4232;2001-08-02;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4233;4233;2001-08-03;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4234;4234;2001-08-04;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4235;4235;2001-08-05;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
4236;4236;2001-08-06;SÃO PAULO, SP;0,00;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;;;;;
